CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Combined_Pollutant,AQI_Category
1.2,100.0,5.1,85.0,70.0,1044.0,770.0,1031.0,1425.0,944.0,11.5,63.9,0.8652,71.2,Hazardous
1.1,71.0,4.1,50.0,55.0,1034.0,716.0,1085.0,1405.0,891.0,10.7,67.2,0.863,56.1,Hazardous
0.7,44.0,2.4,57.0,49.0,909.0,615.0,1237.0,1322.0,790.0,10.2,66.6,0.8299,49.7,Hazardous
0.9,45.0,2.9,64.0,50.0,996.0,648.0,1176.0,1340.0,852.0,11.0,63.7,0.8325,50.9,Hazardous
1.7,134.0,7.4,153.0,67.0,1154.0,876.0,1002.0,1561.0,987.0,9.6,68.8,0.8243,68.7,Hazardous
4.2,505.0,19.8,342.0,94.0,1510.0,1291.0,675.0,1949.0,1435.0,9.5,69.6,0.8273,98.2,Hazardous
1.6,124.0,6.8,130.0,88.0,1094.0,850.0,970.0,1489.0,871.0,19.7,38.4,0.8743,89.6,Hazardous
1.7,137.0,7.4,106.0,73.0,1129.0,875.0,974.0,1524.0,759.0,20.6,36.7,0.8797,74.7,Hazardous
1.7,179.0,8.6,102.0,73.0,1125.0,924.0,937.0,1542.0,790.0,21.8,33.9,0.8771,74.7,Hazardous
1.7,222.0,-200.0,99.0,72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,73.7,Hazardous
1.9,197.0,-200.0,108.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,82.9,Hazardous
2.3,319.0,-200.0,131.0,93.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,95.3,Hazardous
1.3,88.0,5.6,84.0,93.0,1072.0,795.0,986.0,1442.0,1048.0,13.3,58.8,0.8922,94.3,Hazardous
1.0,68.0,3.2,58.0,60.0,954.0,667.0,1180.0,1350.0,718.0,13.3,60.9,0.9229,61.0,Hazardous
0.7,51.0,2.6,56.0,66.0,968.0,628.0,1197.0,1372.0,737.0,11.3,72.9,0.9738,66.7,Hazardous
1.1,93.0,4.3,91.0,82.0,1067.0,727.0,1055.0,1448.0,903.0,11.4,71.8,0.9671,83.1,Hazardous
1.3,98.0,6.3,73.0,88.0,1141.0,827.0,936.0,1488.0,1110.0,16.2,54.2,0.9933,89.3,Hazardous
1.2,88.0,5.3,69.0,83.0,1141.0,777.0,986.0,1455.0,1060.0,15.1,58.2,0.9886,84.2,Hazardous
0.8,57.0,3.0,60.0,74.0,986.0,651.0,1145.0,1380.0,891.0,14.5,58.0,0.9488,74.8,Hazardous
0.8,57.0,3.3,56.0,64.0,1005.0,673.0,1103.0,1387.0,905.0,13.7,61.6,0.9631,64.8,Hazardous
0.9,60.0,3.5,73.0,69.0,1041.0,683.0,1112.0,1398.0,899.0,13.9,59.6,0.9408,69.9,Hazardous
2.0,200.0,9.5,159.0,91.0,1272.0,959.0,846.0,1660.0,1136.0,13.3,61.7,0.9399,93.0,Hazardous
3.0,451.0,15.2,203.0,96.0,1436.0,1154.0,704.0,1872.0,1391.0,15.1,55.8,0.9486,99.0,Hazardous
2.1,256.0,9.8,124.0,89.0,1327.0,971.0,803.0,1705.0,1120.0,21.6,41.7,1.0606,91.1,Hazardous
2.0,245.0,9.6,98.0,82.0,1273.0,963.0,832.0,1662.0,931.0,22.2,38.3,1.0106,84.0,Hazardous
1.7,160.0,7.7,85.0,89.0,1196.0,885.0,884.0,1589.0,973.0,17.4,51.8,1.023,90.7,Hazardous
1.6,177.0,7.3,90.0,92.0,1137.0,869.0,890.0,1554.0,951.0,17.0,53.9,1.0363,93.6,Hazardous
1.0,101.0,4.1,61.0,71.0,1015.0,718.0,1065.0,1428.0,714.0,16.6,55.4,1.0408,72.0,Hazardous
0.8,66.0,2.7,36.0,51.0,978.0,635.0,1188.0,1382.0,579.0,15.9,57.0,1.0224,51.8,Hazardous
0.5,40.0,1.5,25.0,39.0,933.0,547.0,1357.0,1336.0,542.0,15.0,59.2,1.0059,39.5,Very Unhealthy
0.5,39.0,1.8,24.0,35.0,908.0,569.0,1303.0,1360.0,526.0,14.1,61.6,0.9883,35.5,Very Unhealthy
0.8,62.0,3.4,73.0,64.0,980.0,677.0,1141.0,1435.0,659.0,14.6,58.8,0.9711,64.8,Hazardous
1.7,120.0,8.5,164.0,94.0,1236.0,920.0,880.0,1641.0,1012.0,14.4,58.9,0.9594,95.7,Hazardous
1.6,169.0,7.6,105.0,78.0,1167.0,884.0,881.0,1580.0,931.0,20.2,40.1,0.937,79.6,Hazardous
2.6,304.0,14.5,136.0,91.0,1369.0,1132.0,715.0,1818.0,1162.0,20.9,36.6,0.8939,93.6,Hazardous
1.9,226.0,10.3,109.0,98.0,1143.0,988.0,849.0,1590.0,710.0,18.8,36.8,0.7883,99.9,Hazardous
1.8,227.0,8.5,91.0,90.0,1095.0,918.0,896.0,1527.0,800.0,15.7,49.4,0.8768,91.8,Hazardous
1.3,152.0,5.9,76.0,81.0,1027.0,808.0,996.0,1458.0,647.0,15.8,48.6,0.8653,82.3,Hazardous
1.1,94.0,4.8,66.0,74.0,1012.0,752.0,1053.0,1393.0,649.0,15.7,47.0,0.8325,75.1,Hazardous
0.9,93.0,4.0,56.0,67.0,948.0,710.0,1127.0,1352.0,575.0,15.7,45.9,0.8121,67.9,Hazardous
0.7,49.0,2.3,35.0,46.0,889.0,603.0,1308.0,1271.0,455.0,15.6,44.9,0.792,46.7,Hazardous
0.4,30.0,1.4,21.0,30.0,830.0,538.0,1475.0,1214.0,392.0,15.6,44.4,0.7827,30.4,Very Unhealthy
0.3,30.0,0.7,12.0,19.0,804.0,468.0,1826.0,1166.0,320.0,15.7,45.4,0.8063,19.3,Unhealthy
0.3,32.0,0.8,22.0,32.0,824.0,478.0,1705.0,1200.0,331.0,15.3,50.1,0.8617,32.3,Very Unhealthy
0.8,59.0,3.6,55.0,61.0,1000.0,688.0,1257.0,1398.0,426.0,14.2,58.6,0.9443,61.8,Hazardous
1.6,196.0,7.4,112.0,96.0,1087.0,876.0,911.0,1554.0,737.0,16.1,53.1,0.9675,97.6,Hazardous
1.5,110.0,6.6,119.0,97.0,1016.0,839.0,991.0,1448.0,790.0,16.6,44.3,0.8294,98.5,Hazardous
1.4,112.0,6.1,84.0,79.0,997.0,817.0,1030.0,1426.0,626.0,14.4,51.8,0.8433,80.4,Hazardous
1.2,120.0,5.9,65.0,69.0,1045.0,808.0,1038.0,1421.0,589.0,16.4,47.7,0.8819,70.2,Hazardous
2.3,251.0,12.7,120.0,96.0,1171.0,1073.0,847.0,1623.0,872.0,18.0,37.1,0.7598,98.3,Hazardous
1.2,62.0,3.2,62.0,71.0,956.0,666.0,1235.0,1282.0,518.0,9.8,71.8,0.8702,72.2,Hazardous
1.3,70.0,4.3,81.0,85.0,1020.0,727.0,1153.0,1391.0,631.0,9.3,75.2,0.8796,86.3,Hazardous
1.4,88.0,4.8,95.0,97.0,1020.0,752.0,1074.0,1398.0,839.0,9.3,75.0,0.8799,98.4,Hazardous
1.5,95.0,5.7,84.0,89.0,1051.0,798.0,1016.0,1455.0,876.0,9.0,76.7,0.8825,90.5,Hazardous
1.1,83.0,4.1,56.0,72.0,965.0,716.0,1087.0,1383.0,827.0,8.2,79.6,0.8672,73.1,Hazardous
0.8,68.0,2.8,69.0,62.0,869.0,642.0,1291.0,1288.0,723.0,8.1,72.1,0.7798,62.8,Hazardous
1.1,59.0,4.8,74.0,64.0,939.0,754.0,1169.0,1384.0,797.0,8.1,70.4,0.7609,65.1,Hazardous
2.6,226.0,13.8,161.0,80.0,1274.0,1109.0,820.0,1723.0,1138.0,8.1,70.5,0.7627,82.6,Hazardous
2.1,238.0,11.3,122.0,96.0,1121.0,1026.0,865.0,1541.0,958.0,21.5,27.4,0.6941,98.1,Hazardous
1.9,209.0,10.7,106.0,95.0,1085.0,1004.0,888.0,1454.0,816.0,21.0,25.4,0.6264,96.9,Hazardous
1.6,138.0,7.0,92.0,93.0,1045.0,857.0,968.0,1410.0,922.0,15.3,41.5,0.7194,94.6,Hazardous
1.8,159.0,-200.0,118.0,97.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,98.8,Hazardous
1.0,80.0,-200.0,69.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,84.0,Hazardous
1.0,87.0,-200.0,97.0,79.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,80.0,Hazardous
0.9,79.0,-200.0,145.0,84.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,84.9,Hazardous
1.5,150.0,-200.0,169.0,86.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,87.5,Hazardous
2.3,169.0,8.4,157.0,95.0,1176.0,917.0,866.0,1560.0,1151.0,12.0,67.9,0.9523,97.3,Hazardous
1.3,77.0,5.4,83.0,79.0,1047.0,783.0,1014.0,1449.0,975.0,12.0,66.9,0.9336,80.3,Hazardous
1.7,98.0,6.9,118.0,78.0,1116.0,854.0,929.0,1533.0,1034.0,11.5,70.1,0.9503,79.7,Hazardous
1.7,102.0,6.4,101.0,75.0,1074.0,832.0,951.0,1507.0,980.0,11.4,69.8,0.939,76.7,Hazardous
0.8,69.0,3.3,46.0,52.0,898.0,669.0,1163.0,1386.0,807.0,10.8,70.3,0.9092,52.8,Hazardous
1.0,89.0,4.0,81.0,55.0,970.0,708.0,1121.0,1435.0,842.0,10.2,73.4,0.9129,56.0,Hazardous
1.4,134.0,6.0,112.0,65.0,1073.0,812.0,988.0,1500.0,950.0,10.8,70.5,0.9142,66.4,Hazardous
1.7,157.0,8.2,150.0,72.0,1081.0,906.0,895.0,1591.0,1024.0,11.0,71.0,0.9279,73.7,Hazardous
2.0,167.0,9.9,138.0,76.0,1159.0,976.0,837.0,1663.0,1098.0,12.4,64.0,0.9206,78.0,Hazardous
2.0,157.0,8.8,124.0,84.0,1112.0,931.0,869.0,1588.0,1011.0,15.0,53.1,0.8993,86.0,Hazardous
1.9,172.0,8.4,124.0,90.0,1112.0,917.0,897.0,1542.0,931.0,16.6,44.4,0.8313,91.9,Hazardous
2.1,114.0,7.5,115.0,89.0,1063.0,877.0,971.0,1481.0,811.0,18.0,38.4,0.7862,91.1,Hazardous
1.8,166.0,7.8,101.0,87.0,1032.0,892.0,973.0,1457.0,756.0,20.6,30.0,0.7213,88.8,Hazardous
1.5,94.0,6.4,90.0,88.0,936.0,829.0,1054.0,1336.0,607.0,19.9,26.7,0.6137,89.5,Hazardous
1.3,108.0,5.1,90.0,81.0,883.0,766.0,1152.0,1238.0,498.0,19.8,23.1,0.5283,82.3,Hazardous
1.4,98.0,6.9,89.0,89.0,942.0,852.0,1055.0,1318.0,540.0,21.4,22.7,0.5722,90.4,Hazardous
1.5,132.0,6.8,92.0,91.0,943.0,850.0,1084.0,1296.0,544.0,22.1,21.3,0.5605,92.5,Hazardous
1.4,84.0,5.1,75.0,84.0,1028.0,770.0,1047.0,1326.0,913.0,11.2,56.2,0.7469,85.4,Hazardous
1.2,75.0,4.0,48.0,63.0,978.0,711.0,1144.0,1304.0,750.0,11.0,56.6,0.7418,64.2,Hazardous
1.0,62.0,3.7,61.0,68.0,949.0,694.0,1160.0,1310.0,772.0,9.3,64.3,0.7531,69.0,Hazardous
0.7,38.0,2.9,38.0,49.0,836.0,643.0,1244.0,1306.0,727.0,7.7,70.7,0.7463,49.7,Hazardous
0.8,44.0,2.9,41.0,49.0,856.0,644.0,1259.0,1301.0,746.0,7.4,71.0,0.7346,49.8,Hazardous
0.9,60.0,3.0,51.0,52.0,888.0,651.0,1240.0,1298.0,733.0,8.2,66.6,0.7283,52.9,Hazardous
1.1,88.0,3.7,61.0,58.0,912.0,694.0,1196.0,1343.0,727.0,8.7,64.3,0.7267,59.1,Hazardous
1.0,70.0,3.9,47.0,51.0,938.0,706.0,1177.0,1320.0,642.0,13.0,47.9,0.7116,52.0,Hazardous
1.6,94.0,6.2,87.0,77.0,1053.0,823.0,1040.0,1386.0,810.0,17.4,35.4,0.699,78.6,Hazardous
1.8,126.0,7.3,107.0,90.0,1087.0,870.0,1014.0,1412.0,851.0,20.2,29.2,0.683,91.8,Hazardous
1.1,66.0,4.0,61.0,70.0,894.0,710.0,1209.0,1200.0,611.0,22.3,22.4,0.5955,71.1,Hazardous
0.6,54.0,2.3,26.0,35.0,797.0,606.0,1452.0,1076.0,368.0,22.2,18.9,0.4993,35.6,Very Unhealthy
0.9,48.0,3.1,42.0,46.0,854.0,658.0,1409.0,1108.0,369.0,22.0,19.0,0.4969,46.9,Hazardous
1.0,66.0,3.2,55.0,58.0,892.0,665.0,1348.0,1150.0,394.0,21.0,23.6,0.5788,59.0,Hazardous
1.2,65.0,3.3,65.0,61.0,935.0,672.0,1299.0,1183.0,415.0,19.6,27.4,0.6162,62.2,Hazardous
1.4,68.0,4.0,75.0,80.0,989.0,709.0,1225.0,1233.0,469.0,17.9,30.8,0.6258,81.4,Hazardous
2.0,118.0,5.7,93.0,93.0,1063.0,797.0,1079.0,1285.0,607.0,16.4,35.3,0.6532,95.0,Hazardous
1.1,65.0,3.4,63.0,78.0,922.0,674.0,1220.0,1205.0,498.0,15.6,37.5,0.6575,79.1,Hazardous
1.1,63.0,3.5,60.0,76.0,925.0,680.0,1223.0,1217.0,481.0,15.5,36.7,0.6438,77.1,Hazardous
1.1,61.0,2.9,63.0,74.0,924.0,648.0,1272.0,1186.0,465.0,14.5,39.0,0.6428,75.1,Hazardous
1.1,63.0,3.1,66.0,81.0,914.0,661.0,1256.0,1187.0,478.0,14.2,38.2,0.6163,82.1,Hazardous
0.7,31.0,1.6,41.0,58.0,840.0,556.0,1474.0,1094.0,366.0,13.7,38.3,0.5957,58.7,Hazardous
0.6,29.0,1.1,42.0,59.0,799.0,514.0,1615.0,1036.0,332.0,14.1,34.0,0.5442,59.6,Hazardous
0.7,34.0,2.0,36.0,54.0,856.0,581.0,1448.0,1111.0,346.0,14.6,34.0,0.5605,54.7,Hazardous
0.3,9.0,0.7,16.0,25.0,753.0,462.0,1822.0,955.0,274.0,13.9,30.9,0.4868,25.3,Very Unhealthy
0.3,14.0,0.5,16.0,26.0,785.0,448.0,1923.0,1003.0,263.0,13.5,37.9,0.5852,26.3,Very Unhealthy
0.4,23.0,0.7,33.0,49.0,835.0,472.0,1756.0,1117.0,314.0,13.9,43.6,0.6871,49.4,Hazardous
0.5,36.0,0.9,39.0,53.0,865.0,494.0,1613.0,1185.0,367.0,13.5,50.1,0.7706,53.5,Hazardous
0.6,39.0,1.5,45.0,57.0,922.0,541.0,1453.0,1246.0,432.0,13.3,53.6,0.8169,57.6,Hazardous
0.8,38.0,2.2,63.0,73.0,975.0,598.0,1268.0,1293.0,536.0,13.4,56.0,0.8576,73.8,Hazardous
1.0,55.0,2.9,71.0,78.0,1040.0,646.0,1210.0,1325.0,555.0,13.0,59.6,0.886,79.0,Hazardous
1.3,75.0,3.9,104.0,93.0,1115.0,707.0,1105.0,1384.0,677.0,12.7,62.7,0.9173,94.3,Hazardous
1.1,64.0,2.8,85.0,71.0,1004.0,641.0,1201.0,1305.0,557.0,12.1,60.5,0.8505,72.1,Hazardous
0.6,39.0,1.4,53.0,56.0,895.0,536.0,1415.0,1229.0,421.0,11.2,64.4,0.8537,56.6,Hazardous
0.7,42.0,1.7,58.0,60.0,917.0,563.0,1415.0,1257.0,423.0,10.7,67.6,0.8703,60.7,Hazardous
1.2,78.0,3.6,89.0,77.0,1025.0,689.0,1189.0,1325.0,519.0,11.4,61.2,0.8236,78.2,Hazardous
1.4,69.0,3.1,96.0,82.0,1035.0,660.0,1222.0,1301.0,533.0,9.9,70.5,0.8581,83.4,Hazardous
1.2,67.0,3.5,88.0,77.0,1025.0,682.0,1197.0,1313.0,537.0,10.3,65.2,0.8151,78.2,Hazardous
1.3,83.0,3.9,100.0,91.0,1040.0,705.0,1149.0,1324.0,612.0,11.0,58.9,0.7714,92.3,Hazardous
1.8,79.0,5.2,127.0,93.0,1070.0,776.0,1065.0,1369.0,697.0,10.6,59.5,0.7595,94.8,Hazardous
1.2,68.0,3.7,88.0,82.0,964.0,692.0,1176.0,1292.0,573.0,10.6,57.7,0.7362,83.2,Hazardous
0.8,56.0,2.7,66.0,74.0,904.0,635.0,1269.0,1233.0,489.0,10.6,56.1,0.7149,74.8,Hazardous
0.8,49.0,2.6,61.0,68.0,913.0,626.0,1271.0,1234.0,474.0,10.3,58.0,0.7239,68.8,Hazardous
0.8,56.0,2.4,54.0,65.0,914.0,610.0,1322.0,1230.0,455.0,10.4,58.4,0.7352,65.8,Hazardous
0.7,48.0,2.0,46.0,58.0,893.0,587.0,1368.0,1219.0,433.0,10.7,58.2,0.7459,58.7,Hazardous
0.5,27.0,1.3,25.0,36.0,844.0,532.0,1499.0,1176.0,376.0,10.5,59.9,0.7624,36.5,Very Unhealthy
0.3,29.0,1.2,18.0,29.0,837.0,518.0,1581.0,1182.0,360.0,10.5,60.8,0.7704,29.3,Very Unhealthy
0.3,47.0,0.9,21.0,28.0,825.0,489.0,1565.0,1171.0,363.0,11.1,60.1,0.7925,28.3,Very Unhealthy
0.7,66.0,3.1,76.0,68.0,956.0,656.0,1251.0,1356.0,525.0,10.1,68.4,0.8443,68.7,Hazardous
1.6,144.0,7.3,133.0,93.0,1020.0,871.0,956.0,1426.0,911.0,12.6,50.8,0.7387,94.6,Hazardous
1.6,135.0,8.0,137.0,96.0,1044.0,900.0,934.0,1471.0,919.0,13.8,47.4,0.7435,97.6,Hazardous
1.6,140.0,7.2,116.0,84.0,1020.0,866.0,972.0,1429.0,791.0,15.1,42.7,0.7294,85.6,Hazardous
1.5,141.0,7.7,112.0,87.0,1009.0,885.0,994.0,1439.0,751.0,16.3,38.1,0.7006,88.5,Hazardous
1.8,181.0,9.7,128.0,87.0,1073.0,966.0,935.0,1537.0,805.0,16.6,36.7,0.6867,88.8,Hazardous
1.7,149.0,7.7,110.0,88.0,1061.0,887.0,920.0,1462.0,869.0,16.3,41.8,0.7712,89.7,Hazardous
1.5,115.0,6.8,108.0,90.0,1079.0,847.0,925.0,1463.0,1122.0,11.6,62.2,0.851,91.5,Hazardous
1.1,74.0,4.9,64.0,74.0,1047.0,760.0,1032.0,1379.0,1003.0,11.5,61.4,0.8303,75.1,Hazardous
0.9,85.0,3.9,73.0,73.0,936.0,705.0,1086.0,1364.0,918.0,10.9,64.6,0.8395,73.9,Hazardous
0.7,66.0,2.7,47.0,60.0,900.0,635.0,1207.0,1307.0,836.0,11.1,63.2,0.8331,60.7,Hazardous
0.9,47.0,3.3,79.0,62.0,905.0,670.0,1191.0,1346.0,820.0,10.2,65.8,0.8196,62.9,Hazardous
1.6,116.0,7.4,113.0,71.0,1079.0,875.0,947.0,1535.0,998.0,10.3,65.6,0.8225,72.6,Hazardous
3.9,478.0,18.2,263.0,94.0,1417.0,1246.0,669.0,1921.0,1403.0,10.8,64.0,0.8307,97.9,Hazardous
2.1,195.0,8.9,147.0,95.0,1109.0,935.0,882.0,1518.0,1026.0,21.1,30.2,0.745,97.1,Hazardous
2.1,238.0,10.4,132.0,95.0,1122.0,993.0,859.0,1571.0,993.0,18.4,34.2,0.7185,97.1,Hazardous
1.9,110.0,6.7,96.0,93.0,1189.0,844.0,887.0,1566.0,1049.0,13.4,69.6,1.0688,94.9,Hazardous
1.6,127.0,6.0,77.0,83.0,1132.0,810.0,899.0,1532.0,1021.0,12.8,71.9,1.0632,84.6,Hazardous
1.0,70.0,3.6,63.0,69.0,1033.0,686.0,1030.0,1420.0,948.0,11.9,74.8,1.038,70.0,Hazardous
1.2,93.0,5.4,97.0,77.0,1075.0,782.0,941.0,1505.0,988.0,11.6,76.4,1.0415,78.2,Hazardous
2.0,179.0,10.0,180.0,87.0,1242.0,978.0,778.0,1686.0,1184.0,11.7,75.3,1.0325,89.0,Hazardous
2.2,111.0,7.1,120.0,88.0,1134.0,863.0,869.0,1599.0,1009.0,12.5,81.8,1.1838,90.2,Hazardous
1.9,134.0,6.4,103.0,83.0,1100.0,829.0,887.0,1565.0,972.0,12.7,81.2,1.1849,84.9,Hazardous
0.6,46.0,2.9,59.0,59.0,852.0,646.0,1186.0,1321.0,793.0,14.2,52.2,0.8413,59.6,Hazardous
0.8,56.0,4.9,72.0,67.0,923.0,757.0,1041.0,1418.0,906.0,14.3,55.4,0.9003,67.8,Hazardous
4.0,452.0,22.6,244.0,95.0,1490.0,1368.0,627.0,2119.0,1541.0,14.0,58.0,0.9202,99.0,Hazardous
1.8,145.0,10.9,98.0,98.0,1211.0,1010.0,816.0,1619.0,1246.0,20.5,41.5,0.9864,99.8,Hazardous
1.8,173.0,9.0,109.0,87.0,1161.0,938.0,827.0,1597.0,1243.0,16.3,55.3,1.0178,88.8,Hazardous
0.7,65.0,3.7,71.0,65.0,933.0,697.0,1045.0,1403.0,937.0,14.8,57.7,0.9644,65.7,Hazardous
0.9,119.0,5.7,75.0,64.0,1021.0,800.0,931.0,1483.0,1019.0,14.0,59.7,0.9499,64.9,Hazardous
1.5,151.0,10.0,106.0,73.0,1134.0,979.0,794.0,1639.0,1140.0,14.6,56.8,0.9385,74.5,Hazardous
2.5,305.0,15.0,166.0,86.0,1311.0,1147.0,681.0,1838.0,1351.0,16.7,51.9,0.9788,88.5,Hazardous
1.9,238.0,8.7,84.0,74.0,1200.0,929.0,879.0,1623.0,972.0,26.9,32.1,1.1217,75.9,Hazardous
2.0,215.0,11.0,98.0,95.0,1338.0,1016.0,798.0,1766.0,1194.0,24.3,41.8,1.2561,97.0,Hazardous
1.7,192.0,9.0,91.0,89.0,1223.0,938.0,884.0,1610.0,880.0,25.6,36.0,1.1629,90.7,Hazardous
1.9,205.0,10.7,99.0,95.0,1278.0,1003.0,845.0,1691.0,909.0,27.0,31.8,1.1176,96.9,Hazardous
1.8,165.0,9.9,90.0,93.0,1257.0,973.0,860.0,1634.0,839.0,27.5,31.6,1.1417,94.8,Hazardous
2.0,202.0,6.8,88.0,79.0,1169.0,850.0,906.0,1584.0,873.0,15.6,73.5,1.2953,81.0,Hazardous
1.1,64.0,3.0,53.0,54.0,1007.0,650.0,1157.0,1404.0,528.0,12.9,79.7,1.1774,55.1,Hazardous
1.3,71.0,3.2,68.0,69.0,1004.0,667.0,1157.0,1365.0,492.0,11.5,76.9,1.0436,70.3,Hazardous
1.2,84.0,3.1,61.0,67.0,967.0,661.0,1181.0,1321.0,463.0,12.2,66.8,0.9455,68.2,Hazardous
1.3,70.0,3.9,71.0,73.0,984.0,707.0,1131.0,1359.0,494.0,12.4,64.1,0.9209,74.3,Hazardous
1.0,61.0,3.6,63.0,73.0,931.0,689.0,1161.0,1317.0,503.0,12.7,58.7,0.8605,74.0,Hazardous
0.3,20.0,0.7,14.0,20.0,763.0,471.0,1783.0,1098.0,305.0,12.5,50.9,0.7346,20.3,Very Unhealthy
0.5,31.0,1.1,34.0,37.0,804.0,505.0,1718.0,1148.0,329.0,12.8,49.3,0.7285,37.5,Very Unhealthy
0.6,41.0,1.4,42.0,50.0,830.0,535.0,1496.0,1184.0,375.0,13.5,48.6,0.7487,50.6,Hazardous
0.6,40.0,1.6,40.0,45.0,833.0,553.0,1476.0,1180.0,373.0,14.4,45.9,0.7476,45.6,Hazardous
0.8,35.0,2.3,48.0,48.0,875.0,603.0,1370.0,1206.0,385.0,15.1,43.9,0.7487,48.8,Hazardous
1.0,44.0,2.5,61.0,56.0,882.0,621.0,1346.0,1216.0,403.0,16.6,38.6,0.7236,57.0,Hazardous
0.9,71.0,2.7,58.0,58.0,862.0,635.0,1320.0,1193.0,393.0,17.2,35.0,0.6789,58.9,Hazardous
1.0,66.0,2.7,57.0,52.0,863.0,636.0,1290.0,1185.0,388.0,17.4,33.9,0.6683,53.0,Hazardous
0.8,46.0,2.2,54.0,52.0,830.0,596.0,1389.0,1145.0,371.0,17.9,30.7,0.6234,52.8,Hazardous
0.7,50.0,2.0,41.0,44.0,807.0,584.0,1488.0,1104.0,347.0,18.3,27.2,0.5675,44.7,Hazardous
0.9,51.0,3.4,57.0,59.0,873.0,675.0,1343.0,1181.0,396.0,19.4,25.7,0.5738,59.9,Hazardous
1.3,64.0,4.5,83.0,74.0,931.0,739.0,1274.0,1219.0,474.0,20.2,24.1,0.563,75.3,Hazardous
1.4,138.0,4.7,81.0,76.0,918.0,748.0,1228.0,1219.0,505.0,19.6,24.9,0.5625,77.4,Hazardous
1.5,137.0,6.0,98.0,83.0,1001.0,811.0,1122.0,1344.0,625.0,18.5,27.8,0.5843,84.5,Hazardous
1.4,95.0,5.1,100.0,90.0,940.0,769.0,1103.0,1310.0,731.0,15.5,37.0,0.6447,91.4,Hazardous
2.8,347.0,13.0,116.0,93.0,1126.0,1083.0,875.0,1654.0,955.0,14.8,39.5,0.6595,95.8,Hazardous
2.1,252.0,7.0,102.0,79.0,978.0,858.0,1013.0,1379.0,761.0,14.5,42.0,0.6896,81.1,Hazardous
1.1,66.0,3.9,55.0,57.0,893.0,703.0,1192.0,1283.0,515.0,14.1,44.9,0.7206,58.1,Hazardous
0.7,45.0,2.2,33.0,43.0,838.0,601.0,1361.0,1220.0,434.0,14.2,45.5,0.7333,43.7,Hazardous
0.4,36.0,1.3,17.0,25.0,803.0,527.0,1513.0,1152.0,369.0,14.1,45.3,0.7247,25.4,Very Unhealthy
0.4,21.0,1.2,35.0,44.0,809.0,521.0,1575.0,1158.0,378.0,13.9,43.9,0.6923,44.4,Hazardous
0.8,60.0,3.4,70.0,72.0,898.0,676.0,1271.0,1307.0,517.0,14.0,43.8,0.6959,72.8,Hazardous
1.9,155.0,7.5,116.0,91.0,1053.0,880.0,982.0,1464.0,786.0,14.4,43.6,0.7113,92.9,Hazardous
2.1,235.0,8.9,134.0,89.0,1033.0,934.0,917.0,1490.0,844.0,15.0,41.7,0.7093,91.1,Hazardous
1.4,89.0,5.3,113.0,84.0,941.0,780.0,1080.0,1343.0,720.0,16.3,38.4,0.7052,85.4,Hazardous
1.4,76.0,5.4,110.0,83.0,941.0,782.0,1102.0,1328.0,668.0,18.3,32.3,0.676,84.4,Hazardous
1.3,101.0,5.2,98.0,78.0,917.0,772.0,1098.0,1311.0,605.0,18.8,31.7,0.6821,79.3,Hazardous
1.5,109.0,6.6,96.0,80.0,977.0,837.0,1038.0,1413.0,646.0,19.6,30.9,0.6968,81.5,Hazardous
1.6,143.0,6.9,95.0,75.0,994.0,851.0,1018.0,1436.0,640.0,20.2,30.7,0.7176,76.6,Hazardous
1.3,104.0,5.4,86.0,77.0,942.0,785.0,1065.0,1365.0,571.0,19.7,32.5,0.7396,78.3,Hazardous
1.4,107.0,6.0,86.0,77.0,981.0,810.0,1060.0,1395.0,605.0,20.7,31.6,0.7602,78.4,Hazardous
1.5,133.0,6.4,91.0,81.0,984.0,832.0,1034.0,1410.0,636.0,20.0,32.7,0.7545,82.5,Hazardous
1.5,93.0,5.3,79.0,89.0,966.0,778.0,1057.0,1359.0,755.0,16.4,40.8,0.7542,90.5,Hazardous
1.2,82.0,4.0,63.0,75.0,924.0,709.0,1158.0,1318.0,610.0,16.0,41.4,0.7487,76.2,Hazardous
0.8,51.0,2.2,39.0,51.0,861.0,601.0,1351.0,1225.0,439.0,15.4,43.0,0.7482,51.8,Hazardous
0.7,41.0,1.7,25.0,39.0,826.0,560.0,1424.0,1197.0,402.0,15.7,42.5,0.7539,39.7,Very Unhealthy
0.5,31.0,1.6,19.0,32.0,846.0,557.0,1385.0,1212.0,406.0,15.6,43.4,0.7651,32.5,Very Unhealthy
